ensembl_gene_id	gene_id	symbol	type
NA	13211667	F52F10.7	ncRNA
NA	13211668	F52F10.9	ncRNA
NA	13211677	21ur-9839	ncRNA
NA	13211686	Y46H3D.9	ncRNA
NA	13211708	Y46H3C.9	ncRNA
NA	13211711	21ur-9982	ncRNA
NA	13211721	21ur-13178	ncRNA
NA	13211725	ZK697.16	ncRNA
NA	13211739	21ur-14173	ncRNA
NA	13211754	T10B5.12	ncRNA
NA	13211758	T10B5.13	ncRNA
NA	13211763	21ur-11702	ncRNA
NA	13211774	T06A1.8	ncRNA
NA	13211775	T06A1.10	ncRNA
NA	13211778	T06A1.9	ncRNA
NA	13211779	T06A1.6	pseudo
NA	13211783	Y40B10B.3	ncRNA
NA	13211786	T08B1.8	ncRNA
NA	13211789	21ur-15031	ncRNA
NA	13211794	F59A7.10	pseudo
NA	13211799	21ur-15339	ncRNA
NA	13211808	Y40B10A.10	ncRNA
NA	13211823	F22F7.9	ncRNA
NA	13211824	F22F7.10	ncRNA
NA	13211828	F22F7.8	protein-coding
NA	13211835	C45H4.t1	tRNA
NA	13211836	21ur-15659	ncRNA
NA	13211841	21ur-11644	ncRNA
NA	13211846	sru-46	pseudo
NA	13211857	Y5H2B.8	ncRNA
NA	13211878	F41B5.1	protein-coding
NA	13211880	F41B5.12	protein-coding
NA	13211886	Y5H2A.5	ncRNA
NA	13211892	21ur-7342	ncRNA
NA	13211924	srd-76	pseudo
NA	13211927	Y19D10A.18	pseudo
NA	13211939	F56A4.13	ncRNA
NA	13211953	srd-62	pseudo
NA	13211956	C01B4.2	pseudo
NA	13211971	21ur-15315	ncRNA
NA	13211985	21ur-14138	ncRNA
NA	13211989	W02H5.15	ncRNA
NA	13211991	W02H5.14	ncRNA
NA	13211992	W02H5.13	ncRNA
NA	13211995	W02H5.16	protein-coding
NA	13211997	W02H5.11	protein-coding
NA	13212004	W02G9.8	ncRNA
NA	13212006	W02G9.9	ncRNA
NA	13212010	W02G9.7	ncRNA
NA	13212012	W02G9.6	ncRNA
NA	13212018	C24B9.17	ncRNA
NA	13212032	srx-25	pseudo
NA	13212035	srx-27	pseudo
NA	13212044	srj-17	pseudo
NA	13212057	T03D3.7	pseudo
NA	13212058	T03D3.8	pseudo
NA	13212059	T03D3.9	pseudo
NA	13212060	T03D3.10	pseudo
NA	13212064	T03D3.13	pseudo
NA	13212086	srh-146	protein-coding
NA	13212088	srj-51	pseudo
NA	13212090	mir-2219	ncRNA
NA	13212095	srh-249	pseudo
NA	13212100	srw-128	pseudo
NA	13212102	srw-126	pseudo
NA	13212108	srw-116	pseudo
NA	13212109	srh-86	pseudo
NA	13212110	21ur-14769	ncRNA
NA	13212117	srh-85	protein-coding
NA	13212118	srh-84	pseudo
NA	13212122	srw-125	pseudo
NA	13212124	srw-114	pseudo
NA	13212126	srw-131	pseudo
NA	13212128	srw-135	protein-coding
NA	13212129	21ur-12334	ncRNA
NA	13212141	F59D6.10	ncRNA
NA	13212142	F59D6.11	ncRNA
NA	13212151	21ur-14628	ncRNA
NA	13212152	srt-10	pseudo
NA	13212160	str-70	pseudo
NA	13212171	str-242	pseudo
NA	13212191	srab-5	pseudo
NA	13212198	K08D9.8	ncRNA
NA	13212199	K08D9.7	ncRNA
NA	13212208	T28A11.24	ncRNA
NA	13212211	str-58	pseudo
NA	13212223	21ur-12191	ncRNA
NA	13212232	21ur-12925	ncRNA
NA	13212236	mir-4922.2	miscRNA
NA	13212243	C17B7.14	protein-coding
NA	13212262	mir-4922.1	miscRNA
NA	13212263	srbc-4	pseudo
NA	13212287	21ur-15093	ncRNA
NA	13212288	F27E11.6	ncRNA
NA	13212291	21ur-8722	ncRNA
NA	13212302	srbc-35	pseudo
NA	13212309	21ur-11956	ncRNA
NA	13212311	C07G3.13	ncRNA
NA	13212312	srh-191	pseudo
NA	13212318	nhr-93	protein-coding
NA	13212320	21ur-15101	ncRNA
NA	13212322	srbc-69	pseudo
NA	13212329	grl-30	protein-coding
NA	13212331	T24A6.23	ncRNA
NA	13212334	grl-32	pseudo
NA	13212348	T22F3.14	ncRNA
NA	13212354	21ur-15544	ncRNA
NA	13212357	srx-94	pseudo
NA	13212359	21ur-15392	ncRNA
NA	13212369	Y39H10B.3	protein-coding
NA	13212378	T27C4.5	pseudo
NA	13212380	Y39H10A.9	ncRNA
NA	13212386	Y39H10A.8	ncRNA
NA	13212416	21ur-10092	ncRNA
NA	13212417	21ur-14490	ncRNA
NA	13212428	srx-61	pseudo
NA	13212433	srx-69	pseudo
NA	13212436	srx-70	pseudo
NA	13212439	K07C6.16	ncRNA
NA	13212442	K07C6.17	ncRNA
NA	13212443	srz-89	pseudo
NA	13212447	B0213.21	ncRNA
NA	13212449	B0213.22	ncRNA
NA	13212450	21ur-12305	ncRNA
NA	13212452	B0213.23	ncRNA
NA	13212454	B0213.25	ncRNA
NA	13212457	B0213.24	ncRNA
NA	13212459	21ur-12341	ncRNA
NA	13212475	str-42	pseudo
NA	13212476	srh-6	pseudo
NA	13212493	D1065.2	pseudo
NA	13212497	21ur-15323	ncRNA
NA	13212503	T05B4.14	protein-coding
NA	13212507	T05B4.19	ncRNA
NA	13212508	T05B4.18	ncRNA
NA	13212513	T05B4.17	ncRNA
NA	13212515	T05B4.16	ncRNA
NA	13212517	T05B4.15	ncRNA
NA	13212524	Y45G5AM.11	ncRNA
NA	13212526	Y45G5AM.10	ncRNA
NA	13212538	21ur-9143	ncRNA
NA	13212539	21ur-15340	ncRNA
NA	13212540	21ur-15336	ncRNA
NA	13212544	21ur-13832	ncRNA
NA	13212551	srt-60	pseudo
NA	13212557	F47D2.11	protein-coding
NA	13212561	ZC132.10	ncRNA
NA	13212585	F13A2.10	protein-coding
NA	13212586	F13A2.13	ncRNA
NA	13212587	F13A2.12	ncRNA
NA	13212595	Y47D7A.17	protein-coding
NA	13212612	str-35	protein-coding
NA	13212613	str-34	pseudo
NA	13212619	T28F12.4	ncRNA
NA	13212628	Y61A9LA.13	ncRNA
NA	13212639	srx-75	pseudo
NA	13212643	K03B4.9	protein-coding
NA	13212644	K03B4.8	protein-coding
NA	13212669	Y60C6A.t1	tRNA
NA	13212671	Y60C6A.2	protein-coding
NA	13212672	R02F11.9	protein-coding
NA	13212673	R02F11.12	protein-coding
NA	13212675	21ur-15363	ncRNA
NA	13212676	R02F11.7	ncRNA
NA	13212679	R02F11.6	ncRNA
NA	13212680	R02F11.8	ncRNA
NA	13212684	C37H5.16	ncRNA
NA	13212685	C37H5.15	ncRNA
NA	13212699	T19H12.13	ncRNA
NA	13212709	T19H12.14	ncRNA
NA	13212718	C02E7.17	ncRNA
NA	13212727	C02E7.16	ncRNA
NA	13212728	str-213	pseudo
NA	13212729	str-212	pseudo
NA	13212731	21ur-15266	ncRNA
NA	13212732	str-210	pseudo
NA	13212735	srd-22	pseudo
NA	13212745	21ur-12877	ncRNA
NA	13212747	C13D9.13	ncRNA
NA	13212751	21ur-13377	ncRNA
NA	13212753	21ur-14932	ncRNA
NA	13212767	Y58A7A.9	ncRNA
NA	13212768	Y58A7A.10	ncRNA
NA	13212769	Y58A7A.11	ncRNA
NA	13212774	Y58A7A.7	ncRNA
NA	13212776	Y58A7A.8	ncRNA
NA	13212783	21ur-12792	ncRNA
NA	13212791	F14F9.9	ncRNA
NA	13212800	C03A7.15	ncRNA
NA	13212813	Y49G5B.5	ncRNA
NA	13212814	Y49G5B.2	ncRNA
NA	13212815	Y49G5B.3	ncRNA
NA	13212816	Y49G5B.4	ncRNA
NA	13212817	Y49G5B.6	ncRNA
NA	13212821	C52A10.4	ncRNA
NA	13212826	B0238.18	ncRNA
NA	13212827	srt-66	pseudo
NA	13212830	21ur-8852	ncRNA
NA	13212833	21ur-13827	ncRNA
NA	13212847	C10G8.9	ncRNA
NA	13212857	T09D3.10	ncRNA
NA	13212858	T09D3.11	ncRNA
NA	13212859	T09D3.12	ncRNA
NA	13212861	T09D3.9	protein-coding
NA	13212863	C35A11.11	ncRNA
NA	13212864	C35A11.10	ncRNA
NA	13212865	C35A11.7	ncRNA
NA	13212867	C35A11.9	ncRNA
NA	13212868	C35A11.5	ncRNA
NA	13212870	C35A11.6	ncRNA
NA	13212871	C35A11.8	ncRNA
NA	13212878	F08F3.12	ncRNA
NA	13212884	F08F3.13	ncRNA
NA	13212885	F08F3.15	ncRNA
NA	13212886	F08F3.16	ncRNA
NA	13212887	F08F3.14	ncRNA
NA	13212890	ZC317.8	ncRNA
NA	13212903	C24G6.10	ncRNA
NA	13212907	C24G6.11	ncRNA
NA	13212909	21ur-12866	ncRNA
NA	13212915	C18C4.4	pseudo
NA	13212917	C18C4.14	ncRNA
NA	13212919	C18C4.13	ncRNA
NA	13212920	C18C4.12	ncRNA
NA	13212921	C18C4.11	ncRNA
NA	13212923	C18C4.15	ncRNA
NA	13212925	C18C4.16	ncRNA
NA	13212927	CD4.13	ncRNA
NA	13212930	CD4.14	ncRNA
NA	13212938	21ur-13757	ncRNA
NA	13212939	CD4.15	ncRNA
NA	13212941	CD4.16	ncRNA
NA	13212943	M03E7.9	ncRNA
NA	13212944	M03E7.8	ncRNA
NA	13212945	M03E7.7	ncRNA
NA	13212947	M03E7.6	ncRNA
NA	13212952	T01C2.3	ncRNA
NA	13212953	T01C2.5	ncRNA
NA	13212954	T01C2.4	ncRNA
NA	13212955	21ur-14278	ncRNA
NA	13212964	C14C11.9	ncRNA
NA	13212965	C14C11.11	ncRNA
NA	13212966	C14C11.10	ncRNA
NA	13212971	F25B4.3	pseudo
NA	13212973	21ur-14854	ncRNA
NA	13212974	F25B4.15	ncRNA
NA	13212975	F25B4.14	ncRNA
NA	13212976	F25B4.13	ncRNA
NA	13212977	F25B4.12	ncRNA
NA	13212979	F25B4.11	ncRNA
NA	13212980	F25B4.16	ncRNA
NA	13212987	K09H11.14	ncRNA
NA	13212988	srx-124	pseudo
NA	13212990	K09H11.15	protein-coding
NA	13212991	srx-123	pseudo
NA	13212992	K09H11.13	ncRNA
NA	13212994	K09H11.12	ncRNA
NA	13213005	F44E7.14	ncRNA
NA	13213006	F44E7.15	ncRNA
NA	13213008	F44E7.13	ncRNA
NA	13213016	ZC250.11	ncRNA
NA	13213017	ZC250.10	ncRNA
NA	13213019	ZC250.6	ncRNA
NA	13213020	ZC250.7	ncRNA
NA	13213023	ZC250.8	ncRNA
NA	13213024	ZC250.9	ncRNA
NA	13213030	F26F12.11	ncRNA
NA	13213031	F26F12.15	ncRNA
NA	13213032	F26F12.10	ncRNA
NA	13213033	F26F12.13	ncRNA
NA	13213034	F26F12.16	ncRNA
NA	13213035	F26F12.17	ncRNA
NA	13213036	F26F12.19	ncRNA
NA	13213038	F26F12.20	ncRNA
NA	13213040	F26F12.9	ncRNA
NA	13213042	F26F12.12	ncRNA
NA	13213043	F26F12.14	ncRNA
NA	13213044	F26F12.18	ncRNA
NA	13213046	C02G6.5	ncRNA
NA	13213048	21ur-13560	ncRNA
NA	13213051	C04E6.14	ncRNA
NA	13213064	21ur-12710	ncRNA
NA	13213066	M03F8.8	ncRNA
NA	13213068	M03F8.7	protein-coding
NA	13213073	M03F8.9	ncRNA
NA	13213074	M03F8.10	ncRNA
NA	13213077	C10F3.12	ncRNA
NA	13213078	C10F3.13	ncRNA
NA	13213079	C10F3.14	ncRNA
NA	13213080	C10F3.17	ncRNA
NA	13213081	C10F3.10	ncRNA
NA	13213082	C10F3.11	ncRNA
NA	13213083	C10F3.9	ncRNA
NA	13213085	21ur-12141	ncRNA
NA	13213089	C10F3.16	ncRNA
NA	13213091	C10F3.15	ncRNA
NA	13213093	F29G9.14	ncRNA
NA	13213094	F29G9.13	ncRNA
NA	13213096	F29G9.10	ncRNA
NA	13213099	F29G9.9	ncRNA
NA	13213100	F29G9.17	ncRNA
NA	13213101	F29G9.16	ncRNA
NA	13213103	F29G9.15	ncRNA
NA	13213104	F29G9.12	ncRNA
NA	13213105	F29G9.11	ncRNA
NA	13213114	R01B10.7	ncRNA
NA	13213117	Y38A10A.9	ncRNA
NA	13213123	Y38A10A.8	ncRNA
NA	13213124	Y38A10A.10	ncRNA
NA	13213125	Y38A10A.11	protein-coding
NA	13213126	F17A9.7	ncRNA
NA	13213134	21ur-14790	ncRNA
NA	13213135	F12F3.7	ncRNA
NA	13213136	F12F3.8	ncRNA
NA	13213138	F12F3.5	ncRNA
NA	13213139	H05O09.3	ncRNA
NA	13213140	W06H8.11	ncRNA
NA	13213141	F12F3.6	ncRNA
NA	13213142	W06H8.9	ncRNA
NA	13213143	W06H8.10	ncRNA
NA	13213147	W06H8.15	ncRNA
NA	13213151	W06H8.12	ncRNA
NA	13213152	W06H8.13	ncRNA
NA	13213153	W06H8.14	ncRNA
NA	13213154	K08B12.10	ncRNA
NA	13213156	K08B12.4	pseudo
NA	13213157	K08B12.11	ncRNA
NA	13213158	K08B12.9	ncRNA
NA	13213159	K08B12.8	ncRNA
NA	13213160	K08B12.6	ncRNA
NA	13213161	K08B12.7	ncRNA
NA	13213162	K08B12.12	ncRNA
NA	13213164	K08B12.13	ncRNA
NA	13213167	F31F7.6	ncRNA
NA	13213168	F31F7.8	ncRNA
NA	13213169	F31F7.5	ncRNA
NA	13213171	F31F7.4	ncRNA
NA	13213172	F31F7.7	ncRNA
NA	13213175	21ur-15384	ncRNA
NA	13213180	K12B6.11	protein-coding
NA	13213188	T28C12.11	ncRNA
NA	13213189	T28C12.10	ncRNA
NA	13213195	T28C12.13	ncRNA
NA	13213196	T28C12.9	ncRNA
NA	13213197	T28C12.14	ncRNA
NA	13213198	T28C12.12	ncRNA
NA	13213199	T28C12.8	ncRNA
NA	13213200	T28C12.7	ncRNA
NA	13213201	F13H6.7	ncRNA
NA	13213202	F13H6.14	ncRNA
NA	13213203	F13H6.11	ncRNA
NA	13213204	F13H6.15	ncRNA
NA	13213205	F13H6.19	ncRNA
NA	13213206	F13H6.18	ncRNA
NA	13213207	F13H6.23	ncRNA
NA	13213208	F13H6.20	ncRNA
NA	13213209	F13H6.25	ncRNA
NA	13213210	F13H6.26	ncRNA
NA	13213211	F13H6.22	ncRNA
NA	13213212	F13H6.6	ncRNA
NA	13213213	F13H6.27	ncRNA
NA	13213214	F13H6.9	ncRNA
NA	13213215	F13H6.8	ncRNA
NA	13213217	F13H6.12	ncRNA
NA	13213218	F13H6.10	ncRNA
NA	13213219	F13H6.24	ncRNA
NA	13213220	F13H6.16	ncRNA
NA	13213221	F13H6.13	ncRNA
NA	13213225	F13H6.17	ncRNA
NA	13213226	F13H6.21	ncRNA
NA	13213227	F57F4.6	ncRNA
NA	13213228	F57F4.7	ncRNA
NA	13213233	F57F4.8	ncRNA
NA	13213234	F57F4.5	ncRNA
NA	13213235	T05H4.16	ncRNA
NA	13213238	T05H4.8	pseudo
NA	13213239	T05H4.t1	tRNA
NA	13213240	T05H4.t2	tRNA
NA	13213253	ZK40.4	ncRNA
NA	13213254	ZK40.5	ncRNA
NA	13213255	ZK40.3	ncRNA
NA	13213256	ZK40.6	ncRNA
NA	13213257	ZK40.8	ncRNA
NA	13213258	ZK40.7	ncRNA
NA	13213260	W01A11.14	ncRNA
NA	13213261	W01A11.11	ncRNA
NA	13213262	W01A11.15	ncRNA
NA	13213263	W01A11.20	ncRNA
NA	13213264	W01A11.19	ncRNA
NA	13213265	W01A11.13	ncRNA
NA	13213266	W01A11.12	ncRNA
NA	13213267	W01A11.18	ncRNA
NA	13213268	W01A11.17	ncRNA
NA	13213269	W01A11.16	ncRNA
NA	13213270	W01A11.10	ncRNA
NA	13213273	21ur-14753	ncRNA
NA	13213281	F46E10.13	ncRNA
NA	13213284	F46E10.16	ncRNA
NA	13213286	F46E10.18	protein-coding
NA	13213288	F46E10.17	ncRNA
NA	13213289	F46E10.15	ncRNA
NA	13213290	F46E10.14	ncRNA
NA	13213291	21ur-15248	ncRNA
NA	13213294	K04A8.16	ncRNA
NA	13213295	K04A8.17	ncRNA
NA	13213296	K04A8.11	ncRNA
NA	13213297	K04A8.12	ncRNA
NA	13213298	K04A8.14	ncRNA
NA	13213299	K04A8.15	ncRNA
NA	13213308	K04A8.13	ncRNA
NA	13213323	21ur-14330	ncRNA
NA	13213324	F44C4.10	ncRNA
NA	13213325	F44C4.11	ncRNA
NA	13213326	F44C4.12	ncRNA
NA	13213327	21ur-13417	ncRNA
NA	13213329	F44C4.9	ncRNA
NA	13213337	T10H9.10	ncRNA
NA	13213338	T10H9.9	ncRNA
NA	13213346	K11G9.13	ncRNA
NA	13213347	K11G9.12	ncRNA
NA	13213348	K11G9.11	ncRNA
NA	13213349	K11G9.8	ncRNA
NA	13213350	K11G9.7	ncRNA
NA	13213351	K11G9.10	ncRNA
NA	13213352	K11G9.9	ncRNA
NA	13213354	K11G9.14	ncRNA
NA	13213356	W02F12.8	protein-coding
NA	13213358	W02F12.9	ncRNA
NA	13213359	W02F12.10	ncRNA
NA	13213363	W02F12.11	ncRNA
NA	13213365	W02F12.1	pseudo
NA	13213371	ZC487.8	ncRNA
NA	13213373	ZC487.6	ncRNA
NA	13213374	ZC487.7	ncRNA
NA	13213375	T25F10.8	ncRNA
NA	13213376	T25F10.10	ncRNA
NA	13213378	T25F10.11	ncRNA
NA	13213379	T25F10.7	ncRNA
NA	13213380	T25F10.9	ncRNA
NA	13213387	ZC404.16	protein-coding
NA	13213389	srh-29	pseudo
NA	13213391	ZC404.15	protein-coding
NA	13213394	ZC404.2	protein-coding
NA	13213397	ZC404.17	ncRNA
NA	13213399	21ur-13378	ncRNA
NA	13213403	dmsr-16	protein-coding
NA	13213404	T27B2.2	ncRNA
NA	13213413	T15B7.18	ncRNA
NA	13213422	T15B7.19	ncRNA
NA	13213423	C55H1.5	ncRNA
NA	13213424	21ur-14826	ncRNA
NA	13213427	C55H1.4	ncRNA
NA	13213429	T19F4.7	ncRNA
NA	13213430	T19F4.2	ncRNA
NA	13213431	T19F4.3	ncRNA
NA	13213432	T19F4.6	ncRNA
NA	13213433	T19F4.5	ncRNA
NA	13213434	T19F4.8	ncRNA
NA	13213435	T19F4.4	ncRNA
NA	13213437	K11C4.7	ncRNA
NA	13213439	K11C4.8	ncRNA
NA	13213440	K11C4.10	ncRNA
NA	13213444	K11C4.13	ncRNA
NA	13213445	K11C4.12	ncRNA
NA	13213447	K11C4.9	ncRNA
NA	13213448	K11C4.11	ncRNA
NA	13213450	Y57E12B.9	ncRNA
NA	13213451	Y57E12B.6	ncRNA
NA	13213452	Y57E12B.7	ncRNA
NA	13213453	Y57E12B.8	ncRNA
NA	13213454	Y57E12B.5	ncRNA
NA	13213456	Y57E12B.10	protein-coding
NA	13213462	T07H8.10	ncRNA
NA	13213465	21ur-10923	ncRNA
NA	13213476	21ur-11640	ncRNA
NA	13213477	21ur-15462	ncRNA
NA	13213478	21ur-12056	ncRNA
NA	13213489	F20A1.12	ncRNA
NA	13213490	F20A1.13	ncRNA
NA	13213491	21ur-12361	ncRNA
NA	13213492	F20A1.14	ncRNA
NA	13213499	Y57E12AL.3	pseudo
NA	13213506	F27B10.3	ncRNA
NA	13213508	F27B10.2	ncRNA
NA	13213513	21ur-13369	ncRNA
NA	13213516	VC5.17	ncRNA
NA	13213517	VC5.16	ncRNA
NA	13213518	VC5.14	ncRNA
NA	13213519	VC5.13	ncRNA
NA	13213520	VC5.10	ncRNA
NA	13213521	VC5.9	ncRNA
NA	13213522	VC5.8	ncRNA
NA	13213523	VC5.15	ncRNA
NA	13213524	VC5.11	ncRNA
NA	13213526	VC5.12	ncRNA
NA	13213534	srx-37	pseudo
NA	13213535	F10D2.16	protein-coding
NA	13213538	21ur-12685	ncRNA
NA	13213540	F10D2.15	ncRNA
NA	13213552	F09G2.12	ncRNA
NA	13213553	F09G2.13	ncRNA
NA	13213554	F09G2.10	ncRNA
NA	13213556	F09G2.11	ncRNA
NA	13213568	C05C8.10	ncRNA
NA	13213580	C13A2.8	pseudo
NA	13213593	F07G11.6	pseudo
NA	13213599	F07G11.10	ncRNA
NA	13213619	srh-189	pseudo
NA	13213622	srx-57	pseudo
NA	13213629	R13D7.5	pseudo
NA	13213635	str-24	pseudo
NA	13213644	srh-126	pseudo
NA	13213649	srw-78	pseudo
NA	13213661	srh-93	pseudo
NA	13213662	21ur-14194	ncRNA
NA	13213664	srh-91	pseudo
NA	13213668	str-29	pseudo
NA	13213672	str-259	pseudo
NA	13213679	21ur-14915	ncRNA
NA	13213680	srh-221	pseudo
NA	13213681	srh-230	pseudo
NA	13213683	srh-267	pseudo
NA	13213695	C54F6.2	pseudo
NA	13213700	C54F6.16	pseudo
NA	13213703	sri-22	pseudo
NA	13213733	F07C4.16	ncRNA
NA	13213738	21ur-11768	ncRNA
NA	13213752	str-147	pseudo
NA	13213757	ZK105.11	protein-coding
NA	13213758	srh-188	pseudo
NA	13213763	21ur-14055	ncRNA
NA	13213767	T05B11.9	ncRNA
NA	13213771	T05B11.11	ncRNA
NA	13213772	T05B11.10	ncRNA
NA	13213773	T05B11.12	ncRNA
NA	13213774	T05B11.13	ncRNA
NA	13213776	21ur-10977	ncRNA
NA	13213778	T05B11.5	pseudo
NA	13213783	C26F1.14	ncRNA
NA	13213784	C26F1.13	ncRNA
NA	13213787	21ur-10679	ncRNA
NA	13213791	ZK742.7	protein-coding
NA	13213793	ZK742.8	ncRNA
NA	13213806	21ur-14304	ncRNA
NA	13213817	21ur-15049	ncRNA
NA	13213820	21ur-13344	ncRNA
NA	13213821	srx-11	pseudo
NA	13213822	Y97E10B.12	ncRNA
NA	13213825	21ur-14789	ncRNA
NA	13213827	Y97E10B.14	ncRNA
NA	13213828	Y97E10B.13	ncRNA
NA	13213830	srsx-4	pseudo
NA	13213842	F26D11.17	ncRNA
NA	13213843	F26D11.18	ncRNA
NA	13213844	F26D11.19	ncRNA
NA	13213845	F26D11.14	ncRNA
NA	13213847	F26D11.15	ncRNA
NA	13213848	F26D11.16	ncRNA
NA	13213850	Y97E10AL.4	ncRNA
NA	13213853	Y97E10AL.5	ncRNA
NA	13213855	Y97E10AM.2	ncRNA
NA	13213856	Y97E10AM.3	ncRNA
NA	13213868	F43H9.5	ncRNA
NA	13213873	ZC513.14	protein-coding
NA	13213875	ZC513.15	ncRNA
NA	13213876	21ur-11653	ncRNA
NA	13213879	ZC513.16	ncRNA
NA	13213880	ZC513.17	ncRNA
NA	13213881	ZC513.18	ncRNA
NA	13213895	str-128	pseudo
NA	13213903	F58G4.8	ncRNA
NA	13213911	D1014.11	ncRNA
NA	13213912	21ur-14985	ncRNA
NA	13213918	21ur-11921	ncRNA
NA	13213929	K07C11.13	ncRNA
NA	13213941	C16D9.14	ncRNA
NA	13213943	C16D9.12	ncRNA
NA	13213948	C16D9.13	ncRNA
NA	13213952	C16D9.15	ncRNA
NA	13213963	str-137	pseudo
NA	13213975	21ur-15011	ncRNA
NA	13213979	W02D7.1	pseudo
NA	13213981	C08D8.4	ncRNA
NA	13213983	C08D8.5	ncRNA
NA	13213985	C08D8.6	ncRNA
NA	13213988	srsx-23	pseudo
NA	13214004	F52E1.15	ncRNA
NA	13214005	F52E1.16	ncRNA
NA	13214010	K11D5.1	ncRNA
NA	13214012	T23B12.12	ncRNA
NA	13214022	ZK994.11	ncRNA
NA	13214024	ZK994.9	ncRNA
NA	13214026	ZK994.10	ncRNA
NA	13214031	21ur-10609	ncRNA
NA	13214036	F45F2.16	ncRNA
NA	13214038	F45F2.15	ncRNA
NA	13214041	F45F2.14	ncRNA
NA	13214048	F25G6.15	ncRNA
NA	13214049	F25G6.18	ncRNA
NA	13214050	F25G6.13	ncRNA
NA	13214051	F25G6.20	ncRNA
NA	13214052	F25G6.12	ncRNA
NA	13214053	F25G6.14	ncRNA
NA	13214057	F25G6.17	ncRNA
NA	13214058	F25G6.16	ncRNA
NA	13214059	F25G6.19	ncRNA
NA	13214067	C10B5.4	ncRNA
NA	13214076	21ur-11079	ncRNA
NA	13214080	F41E6.17	protein-coding
NA	13214088	F28A12.6	ncRNA
NA	13214089	F28A12.7	ncRNA
NA	13214090	F28A12.8	ncRNA
NA	13214091	F28A12.5	ncRNA
NA	13214092	F28A12.9	ncRNA
NA	13214093	ZC190.14	ncRNA
NA	13214094	ZC190.15	ncRNA
NA	13214096	ZC190.16	ncRNA
NA	13214097	ZC190.11	ncRNA
NA	13214098	ZC190.12	ncRNA
NA	13214102	ZC190.13	ncRNA
NA	13214111	21ur-15085	ncRNA
NA	13214121	B0507.15	pseudo
NA	13214126	21ur-14767	ncRNA
NA	13214129	B0507.13	ncRNA
NA	13214134	B0507.14	ncRNA
NA	13214135	C01B7.14	ncRNA
NA	13214136	C01B7.8	ncRNA
NA	13214140	C01B7.9	ncRNA
NA	13214141	C01B7.10	ncRNA
NA	13214143	C01B7.15	ncRNA
NA	13214144	C01B7.12	ncRNA
NA	13214146	C01B7.11	ncRNA
NA	13214147	C01B7.16	ncRNA
NA	13214149	C01B7.13	ncRNA
NA	13214160	F07B7.15	ncRNA
NA	13214164	F07B7.16	ncRNA
NA	13214172	K06C4.24	ncRNA
NA	13214175	K06C4.26	ncRNA
NA	13214176	K06C4.21	ncRNA
NA	13214179	K06C4.23	ncRNA
NA	13214180	K06C4.19	ncRNA
NA	13214188	K06C4.20	ncRNA
NA	13214189	K06C4.25	ncRNA
NA	13214191	K06C4.18	ncRNA
NA	13214192	K06C4.22	ncRNA
NA	13214195	H14N18.5	ncRNA
NA	13214196	H14N18.8	ncRNA
NA	13214197	H14N18.7	ncRNA
NA	13214199	H14N18.6	ncRNA
NA	13214202	T19A5.10	ncRNA
NA	13214203	T19A5.9	ncRNA
NA	13214204	T19A5.7	ncRNA
NA	13214206	T19A5.13	ncRNA
NA	13214207	T19A5.8	ncRNA
NA	13214208	T19A5.12	ncRNA
NA	13214209	T19A5.11	ncRNA
NA	13214224	sri-23	pseudo
NA	13214228	R03H4.8	pseudo
NA	13214231	21ur-13392	ncRNA
NA	13214235	R03H4.11	ncRNA
NA	13214242	C25E10.15	ncRNA
NA	13214248	C25E10.16	protein-coding
NA	13214251	C25E10.14	ncRNA
NA	13214252	T27E4.17	ncRNA
NA	13214255	T27E4.18	ncRNA
NA	13214257	T27E4.20	ncRNA
NA	13214259	T27E4.14	ncRNA
NA	13214260	T27E4.13	ncRNA
NA	13214261	T27E4.16	ncRNA
NA	13214262	T27E4.19	ncRNA
NA	13214263	T27E4.11	ncRNA
NA	13214269	T27E4.15	ncRNA
NA	13214270	T27E4.12	ncRNA
NA	13214275	F21C10.14	ncRNA
NA	13214277	F21C10.15	ncRNA
NA	13214278	F21C10.16	ncRNA
NA	13214280	F21C10.13	protein-coding
NA	13214289	21ur-13351	ncRNA
NA	13214293	21ur-14438	ncRNA
NA	13214294	B0222.14	ncRNA
NA	13214300	C24B5.9	ncRNA
NA	13214301	C24B5.7	ncRNA
NA	13214302	21ur-13393	ncRNA
NA	13214306	C24B5.8	ncRNA
NA	13214314	T18H9.8	ncRNA
NA	13214315	T18H9.9	ncRNA
NA	13214316	T18H9.10	ncRNA
NA	13214317	F07C3.15	ncRNA
NA	13214321	F07C3.12	ncRNA
NA	13214322	F07C3.11	ncRNA
NA	13214324	F07C3.14	ncRNA
NA	13214326	F07C3.13	ncRNA
NA	13214329	F07C3.16	protein-coding
NA	13214331	ZK682.10	ncRNA
NA	13214332	ZK682.9	ncRNA
NA	13214335	ZK682.11	ncRNA
NA	13214337	ZK682.12	ncRNA
NA	13214338	ZK682.8	ncRNA
NA	13214341	F44A2.9	ncRNA
NA	13214344	F44A2.12	ncRNA
NA	13214346	F44A2.11	ncRNA
NA	13214347	F44A2.10	ncRNA
NA	13214369	21ur-14825	ncRNA
NA	13214372	E02C12.17	ncRNA
NA	13214373	E02C12.15	ncRNA
NA	13214374	E02C12.16	ncRNA
NA	13214378	F36D4.10	ncRNA
