ensembl_gene_id	gene_id	symbol	type
NA	855607	DMA2	protein-coding
NA	855608	YNL115C	protein-coding
NA	855609	RPC19	protein-coding
NA	855611	DBP2	protein-coding
NA	855612	CYB5	protein-coding
NA	855613	NOP15	protein-coding
NA	855615	YNL108C	protein-coding
NA	855616	YAF9	protein-coding
NA	855618	INP52	protein-coding
NA	855619	LEU4	protein-coding
NA	855620	MET4	protein-coding
NA	855621	POL1	protein-coding
NA	855622	AVT4	protein-coding
NA	855623	MIC27	protein-coding
NA	855624	OCA1	protein-coding
NA	855625	RAS2	protein-coding
NA	855626	PHO23	protein-coding
NA	855627	tL(CAA)N	tRNA
NA	855628	RPS7B	protein-coding
NA	855629	YNL095C	protein-coding
NA	855630	APP1	protein-coding
NA	855631	YPT53	protein-coding
NA	855632	YNL092W	protein-coding
NA	855633	NST1	protein-coding
NA	855634	RHO2	protein-coding
NA	855636	TOP2	protein-coding
NA	855637	TCB2	protein-coding
NA	855638	SNN1	protein-coding
NA	855639	MKT1	protein-coding
NA	855640	END3	protein-coding
NA	855641	SAL1	protein-coding
NA	855642	PMS1	protein-coding
NA	855643	SWS2	protein-coding
NA	855644	EOS1	protein-coding
NA	855645	TPM1	protein-coding
NA	855646	NIS1	protein-coding
NA	855647	APJ1	protein-coding
NA	855648	MKS1	protein-coding
NA	855649	IMP4	protein-coding
NA	855650	MLF3	protein-coding
NA	855651	MSK1	protein-coding
NA	855652	RNH201	protein-coding
NA	855653	LAT1	protein-coding
NA	855654	TOM7	protein-coding
NA	855655	RPL16B	protein-coding
NA	855656	FKH2	protein-coding
NA	855658	RPL9B	protein-coding
NA	855659	SUN4	protein-coding
NA	855660	AQR1	protein-coding
NA	855661	YDJ1	protein-coding
NA	855662	MTQ1	protein-coding
NA	855663	GCD10	protein-coding
NA	855664	NOP2	protein-coding
NA	855665	ARP5	protein-coding
NA	855667	YNL058C	protein-coding
NA	855668	OCA2	protein-coding
NA	855669	POR1	protein-coding
NA	855670	tD(GUC)N	tRNA
NA	855671	YNL054W-A	protein-coding
NA	855672	YNL054W-B	protein-coding
NA	855673	VAC7	protein-coding
NA	855674	MSG5	protein-coding
NA	855675	COX5A	protein-coding
NA	855676	COG5	protein-coding
NA	855677	YNL050C	protein-coding
NA	855678	SFB2	protein-coding
NA	855679	ALG11	protein-coding
NA	855680	SLM2	protein-coding
NA	855681	YNL046W	protein-coding
NA	855682	LAP2	protein-coding
NA	855683	YIP3	protein-coding
NA	855685	tP(UGG)N1	tRNA
NA	855686	BOP3	protein-coding
NA	855687	COG6	protein-coding
NA	855688	YNL040W	protein-coding
NA	855689	BDP1	protein-coding
NA	855690	GPI15	protein-coding
NA	855691	IDH1	protein-coding
NA	855692	NCE103	protein-coding
NA	855693	tT(AGU)N2	tRNA
NA	855694	tP(UGG)N2	tRNA
NA	855695	YNL035C	protein-coding
NA	855696	tI(AAU)N1	tRNA
NA	855697	YNL034W	protein-coding
NA	855698	YNL033W	protein-coding
NA	855699	SIW14	protein-coding
NA	855700	HHT2	protein-coding
NA	855701	HHF2	protein-coding
NA	855703	KTR5	protein-coding
NA	855704	CRZ1	protein-coding
NA	855705	SAM50	protein-coding
NA	855706	SSN8	protein-coding
NA	855707	EFM6	protein-coding
NA	855708	FAP1	protein-coding
NA	855709	RCM1	protein-coding
NA	855710	HDA1	protein-coding
NA	855711	ARK1	protein-coding
NA	855712	YNL019C	protein-coding
NA	855713	YNL018C	protein-coding
NA	855714	tI(AAU)N2	tRNA
NA	855716	PUB1	protein-coding
NA	855717	PBI2	protein-coding
NA	855718	HEF3	protein-coding
NA	855720	SPO1	protein-coding
NA	855721	YNL011C	protein-coding
NA	855722	YNL010W	protein-coding
NA	855723	IDP3	protein-coding
NA	855724	ASI3	protein-coding
NA	855725	SIS1	protein-coding
NA	855726	LST8	protein-coding
NA	855727	MRP7	protein-coding
NA	855728	HRB1	protein-coding
NA	855729	PET8	protein-coding
NA	855730	RLP7	protein-coding
NA	855731	DOM34	protein-coding
NA	855732	CIT1	protein-coding
NA	855734	SUF10	tRNA
NA	855735	tN(GUU)N2	tRNA
NA	855736	ATO2	protein-coding
NA	855737	RPC34	protein-coding
NA	855738	SWM2	protein-coding
NA	855739	VPS27	protein-coding
NA	855741	ATG3	protein-coding
NA	855742	LRO1	protein-coding
NA	855743	NRM1	protein-coding
NA	855744	CSE2	protein-coding
NA	855745	PRP2	protein-coding
NA	855746	URK1	protein-coding
NA	855747	PHO91	protein-coding
NA	855748	YNR014W	protein-coding
NA	855749	SMM1	protein-coding
NA	855750	ACC1	protein-coding
NA	855751	TIM23	protein-coding
NA	855752	RCF2	protein-coding
NA	855753	ARE2	protein-coding
NA	855754	ATP23	protein-coding
NA	855755	YNR021W	protein-coding
NA	855756	MRPL50	protein-coding
NA	855757	SNF12	protein-coding
NA	855758	MPP6	protein-coding
NA	855760	SEC12	protein-coding
NA	855761	BUD17	protein-coding
NA	855762	CPR8	protein-coding
NA	855763	YNR029C	protein-coding
NA	855764	ALG12	protein-coding
NA	855765	SSK2	protein-coding
NA	855766	PPG1	protein-coding
NA	855767	HUB1	protein-coding
NA	855768	ABZ1	protein-coding
NA	855769	SOL1	protein-coding
NA	855770	EGO4	protein-coding
NA	855771	ARC35	protein-coding
NA	855772	MRPS12	protein-coding
NA	855773	RSM19	protein-coding
NA	855774	DBP6	protein-coding
NA	855775	ZRG17	protein-coding
NA	855776	YNR040W	protein-coding
NA	855778	COQ2	protein-coding
NA	855779	MVD1	protein-coding
NA	855780	AGA1	protein-coding
NA	855781	PET494	protein-coding
NA	855782	TRM112	protein-coding
NA	855783	FPK1	protein-coding
NA	855784	YNR048W	protein-coding
NA	855785	MSO1	protein-coding
NA	855786	LYS9	protein-coding
NA	855787	BRE5	protein-coding
NA	855788	POP2	protein-coding
NA	855789	NOG2	protein-coding
NA	855790	ESF2	protein-coding
NA	855791	tL(UAA)N	tRNA
NA	855792	HOL1	protein-coding
NA	855793	BIO5	protein-coding
NA	855794	BIO4	protein-coding
NA	855795	BIO3	protein-coding
NA	855796	MNT4	protein-coding
NA	855797	FRE4	protein-coding
NA	855798	YNR061C	protein-coding
NA	855799	YNR062C	protein-coding
NA	855800	YNR063W	protein-coding
NA	855801	YNR064C	protein-coding
NA	855802	YNR065C	protein-coding
NA	855803	YNR066C	protein-coding
NA	855804	DSE4	protein-coding
NA	855805	YNR068C	protein-coding
NA	855806	BSC5	protein-coding
NA	855807	PDR18	protein-coding
NA	855808	YNR071C	protein-coding
NA	855809	HXT17	protein-coding
NA	855810	MAN2	protein-coding
NA	855811	AIF1	protein-coding
NA	855812	COS10	protein-coding
NA	855813	PAU6	protein-coding
NA	855814	YNR077C	protein-coding
NA	855815	tW(CCA)P	tRNA
NA	855816	YPL257W-A	protein-coding
NA	855817	YPL257W-B	protein-coding
NA	855818	YPL257W	protein-coding
NA	855819	CLN2	protein-coding
NA	855820	BBP1	protein-coding
NA	855821	HFI1	protein-coding
NA	855822	VIK1	protein-coding
NA	855824	YAH1	protein-coding
NA	855825	ATG41	protein-coding
NA	855826	RPL36B	protein-coding
NA	855827	GYP5	protein-coding
NA	855828	GAL4	protein-coding
NA	855829	YPL247C	protein-coding
NA	855830	RBD2	protein-coding
NA	855831	YPL245W	protein-coding
NA	855832	HUT1	protein-coding
NA	855833	SRP68	protein-coding
NA	855834	IQG1	protein-coding
NA	855835	CIN2	protein-coding
NA	855836	HSP82	protein-coding
NA	855837	YAR1	protein-coding
NA	855838	SUI3	protein-coding
NA	855840	ENV7	protein-coding
NA	855841	RVB2	protein-coding
NA	855842	VMA11	protein-coding
NA	855843	NSL1	protein-coding
NA	855844	SSO1	protein-coding
NA	855845	FAS2	protein-coding
NA	855846	YRF1-7	protein-coding
NA	855847	PAU22	protein-coding
NA	855848	ERR2	protein-coding
NA	855849	HSP32	protein-coding
NA	855850	FEX2	protein-coding
NA	855851	YPL278C	protein-coding
NA	855852	YPL277C	protein-coding
NA	855853	FDH2	pseudo
NA	855854	SAM3	protein-coding
NA	855855	SAM4	protein-coding
NA	855856	PBI1	protein-coding
NA	855857	ATP15	protein-coding
NA	855858	MDL2	protein-coding
NA	855859	KAR9	protein-coding
NA	855860	PLC1	protein-coding
NA	855861	ACM1	protein-coding
NA	855862	DIM1	protein-coding
NA	855863	DIP5	protein-coding
NA	855864	YPL264C	protein-coding
NA	855865	KEL3	protein-coding
NA	855866	FUM1	protein-coding
NA	855867	CUB1	protein-coding
NA	855868	YPL261C	protein-coding
NA	855869	APM1	protein-coding
NA	855870	THI21	protein-coding
NA	855871	USV1	protein-coding
NA	855872	YPL229W	protein-coding
NA	855873	CET1	protein-coding
NA	855874	ALG5	protein-coding
NA	855875	NEW1	protein-coding
NA	855876	YPL225W	protein-coding
NA	855877	MMT2	protein-coding
NA	855878	GRE1	protein-coding
NA	855879	FMP40	protein-coding
NA	855880	FLC1	protein-coding
NA	855881	RPL1A	protein-coding
NA	855882	PCL8	protein-coding
NA	855883	SAR1	protein-coding
NA	855884	BMS1	protein-coding
NA	855885	YPL216W	protein-coding
NA	855886	CBP3	protein-coding
NA	855887	THI6	protein-coding
NA	855888	LEA1	protein-coding
NA	855889	PUS1	protein-coding
NA	855890	NIP7	protein-coding
NA	855891	SRP72	protein-coding
NA	855892	IPL1	protein-coding
NA	855893	RKM1	protein-coding
NA	855894	TYW1	protein-coding
NA	855895	PGC1	protein-coding
NA	855897	HRR25	protein-coding
NA	855898	TPK2	protein-coding
NA	855899	AFT2	protein-coding
NA	855900	YIG1	protein-coding
NA	855901	CSM4	protein-coding
NA	855902	YPL199C	protein-coding
NA	855903	RPL7B	protein-coding
NA	855905	OXR1	protein-coding
NA	855906	APL5	protein-coding
NA	855907	DDC1	protein-coding
NA	855908	RSA1	protein-coding
NA	855909	PRM3	protein-coding
NA	855910	YPL191C	protein-coding
NA	855911	NAB3	protein-coding
NA	855912	GUP2	protein-coding
NA	855913	POS5	protein-coding
NA	855914	MF(ALPHA)1	protein-coding
NA	855916	UIP4	protein-coding
NA	855917	MRN1	protein-coding
NA	855918	RTC6	protein-coding
NA	855919	RTT10	protein-coding
NA	855920	CTI6	protein-coding
NA	855922	TCO89	protein-coding
NA	855923	PPQ1	protein-coding
NA	855924	tE(UUC)P	tRNA
NA	855925	CBC2	protein-coding
NA	855926	CUP9	protein-coding
NA	855927	TRE1	protein-coding
NA	855928	SPT14	protein-coding
NA	855929	NIP100	protein-coding
NA	855930	MRPL40	protein-coding
NA	855931	COX10	protein-coding
NA	855932	OYE3	protein-coding
NA	855933	DAP1	protein-coding
NA	855934	MEX67	protein-coding
NA	855935	MRX4	protein-coding
NA	855936	REV3	protein-coding
NA	855937	ATG29	protein-coding
NA	855938	SET6	protein-coding
NA	855939	MLH3	protein-coding
NA	855940	SVS1	protein-coding
NA	855941	YPL162C	protein-coding
NA	855942	BEM4	protein-coding
NA	855943	CDC60	protein-coding
NA	855944	PET20	protein-coding
NA	855945	AIM44	protein-coding
NA	855946	TGS1	protein-coding
NA	855947	PRM4	protein-coding
NA	855948	KIP2	protein-coding
NA	855949	PEP4	protein-coding
NA	855950	RAD53	protein-coding
NA	855951	RRD2	protein-coding
NA	855952	PRP46	protein-coding
NA	855953	YPL150W	protein-coding
NA	855954	ATG5	protein-coding
NA	855955	PPT2	protein-coding
NA	855956	PXA1	protein-coding
NA	855957	NOP53	protein-coding
NA	855958	KES1	protein-coding
NA	855959	POC4	protein-coding
NA	855960	RPL33A	protein-coding
NA	855962	FRK1	protein-coding
NA	855963	MKK2	protein-coding
NA	855964	UME1	protein-coding
NA	855965	SPP1	protein-coding
NA	855967	GIP3	protein-coding
NA	855968	ISU1	protein-coding
NA	855969	ODC1	protein-coding
NA	855970	RDS2	protein-coding
NA	855971	COX11	protein-coding
NA	855972	RPL5	protein-coding
NA	855973	SPO19	protein-coding
NA	855974	TAF14	protein-coding
NA	855975	TBF1	protein-coding
NA	855976	HHO1	protein-coding
NA	855977	NAN1	protein-coding
NA	855978	KAP120	protein-coding
NA	855979	SPC29	protein-coding
NA	855980	RNY1	protein-coding
NA	855981	TFB2	protein-coding
NA	855982	MEI5	protein-coding
NA	855983	VPS30	protein-coding
NA	855984	DBP1	protein-coding
NA	855985	MRP51	protein-coding
NA	855986	IDI1	protein-coding
NA	855987	HOS3	protein-coding
NA	855988	BEM3	protein-coding
NA	855990	YPL113C	protein-coding
NA	855991	PEX25	protein-coding
NA	855992	IMT2	tRNA
NA	855993	CAR1	protein-coding
NA	855994	GDE1	protein-coding
NA	855995	YPL109C	protein-coding
NA	855996	YPL108W	protein-coding
NA	855997	YPL107W	protein-coding
NA	855998	SSE1	protein-coding
NA	855999	SYH1	protein-coding
NA	856000	MSD1	protein-coding
NA	856001	FMP30	protein-coding
NA	856002	ELP4	protein-coding
NA	856004	ATG21	protein-coding
NA	856005	INA17	protein-coding
NA	856006	MGR2	protein-coding
NA	856007	MSY1	protein-coding
NA	856008	ERI1	protein-coding
NA	856009	PNG1	protein-coding
NA	856010	EEB1	protein-coding
NA	856011	SEC62	protein-coding
NA	856012	NOG1	protein-coding
NA	856013	SSU1	protein-coding
NA	856014	GLR1	protein-coding
NA	856015	RPS6A	protein-coding
NA	856016	RLM1	protein-coding
NA	856017	YPL088W	protein-coding
NA	856018	YDC1	protein-coding
NA	856019	ELP3	protein-coding
NA	856020	SEC16	protein-coding
NA	856021	BRO1	protein-coding
NA	856022	SEN54	protein-coding
NA	856023	MOT1	protein-coding
NA	856024	RPS9A	protein-coding
NA	856025	YPL080C	protein-coding
NA	856026	RPL21B	protein-coding
NA	856027	ATP4	protein-coding
NA	856028	YPL077C	protein-coding
NA	856029	GPI2	protein-coding
NA	856030	GCR1	protein-coding
NA	856031	YTA6	protein-coding
NA	856032	UBP16	protein-coding
NA	856034	YPL071C	protein-coding
NA	856035	MUK1	protein-coding
NA	856036	BTS1	protein-coding
NA	856037	YPL068C	protein-coding
NA	856038	YPL067C	protein-coding
NA	856039	RGL1	protein-coding
NA	856040	VPS28	protein-coding
NA	856041	CWC27	protein-coding
NA	856042	TIM50	protein-coding
NA	856043	YPL062W	protein-coding
NA	856044	ALD6	protein-coding
NA	856045	MFM1	protein-coding
NA	856046	tC(GCA)P1	tRNA
NA	856047	YPL060C-A	protein-coding
NA	856048	GRX5	protein-coding
NA	856049	PDR12	protein-coding
NA	856050	SUR1	protein-coding
NA	856051	LCL1	protein-coding
NA	856052	LGE1	protein-coding
NA	856053	LEE1	protein-coding
NA	856054	KTR6	protein-coding
NA	856055	OAZ1	protein-coding
NA	856056	ARL3	protein-coding
NA	856057	MNN9	protein-coding
NA	856058	DIG1	protein-coding
NA	856059	CAM1	protein-coding
NA	856060	SGF11	protein-coding
NA	856061	ELC1	protein-coding
NA	856062	VPS16	protein-coding
NA	856063	NOP4	protein-coding
NA	856065	SSN3	protein-coding
NA	856066	MRX11	protein-coding
NA	856067	ISM1	protein-coding
NA	856068	YPL039W	protein-coding
NA	856069	MET31	protein-coding
NA	856070	EGD1	protein-coding
NA	856071	PMA2	protein-coding
NA	856072	YPL034W	protein-coding
NA	856074	SRL4	protein-coding
NA	856075	SVL3	protein-coding
NA	856076	PHO85	protein-coding
NA	856077	TRM44	protein-coding
NA	856078	SUV3	protein-coding
NA	856079	ERG10	protein-coding
NA	856080	SMA1	protein-coding
NA	856081	SKS1	protein-coding
NA	856083	RMI1	protein-coding
NA	856084	MET12	protein-coding
NA	856085	RAD1	protein-coding
NA	856086	ECM23	protein-coding
NA	856087	ULP1	protein-coding
NA	856088	VTC3	protein-coding
NA	856089	CTF19	protein-coding
NA	856090	IRC15	protein-coding
NA	856091	SWI1	protein-coding
NA	856092	HST2	protein-coding
NA	856093	CIP1	protein-coding
NA	856094	MRPS16	protein-coding
NA	856095	RRP12	protein-coding
NA	856096	TAF3	protein-coding
NA	856097	RET3	protein-coding
NA	856098	RQC2	protein-coding
NA	856099	CHL1	protein-coding
NA	856100	TFC8	protein-coding
NA	856101	NCR1	protein-coding
NA	856102	AEP3	protein-coding
NA	856103	LSP1	protein-coding
NA	856104	ULA1	protein-coding
NA	856105	SNF8	protein-coding
NA	856106	HAT1	protein-coding
NA	856107	CIT3	protein-coding
NA	856108	PDH1	protein-coding
NA	856109	tF(GAA)P1	tRNA
NA	856111	YPR003C	protein-coding
NA	856112	AIM45	protein-coding
NA	856113	HAL1	protein-coding
NA	856114	ICL2	protein-coding
NA	856115	REC8	protein-coding
NA	856116	tG(GCC)P1	tRNA
NA	856117	HAA1	protein-coding
NA	856118	SUT2	protein-coding
NA	856119	RPA135	protein-coding
NA	856120	tK(CUU)P	tRNA
NA	856121	YPR011C	protein-coding
NA	856123	CMR3	protein-coding
NA	856124	YPR014C	protein-coding
NA	856125	YPR015C	protein-coding
NA	856126	TIF6	protein-coding
NA	856128	DSS4	protein-coding
NA	856129	RLF2	protein-coding
NA	856130	MCM4	protein-coding
NA	856131	ATP20	protein-coding
NA	856132	AGC1	protein-coding
NA	856133	SDD4	protein-coding
NA	856134	EAF3	protein-coding
NA	856135	YME1	protein-coding
NA	856136	CCL1	protein-coding
NA	856137	ATH1	protein-coding
NA	856138	YPR027C	protein-coding
NA	856139	tF(GAA)P2	tRNA
NA	856140	YOP1	protein-coding
NA	856141	APL4	protein-coding
NA	856142	CSR2	protein-coding
NA	856143	NTO1	protein-coding
NA	856144	SRO7	protein-coding
NA	856145	HTS1	protein-coding
NA	856146	ARP7	protein-coding
NA	856147	GLN1	protein-coding
NA	856148	VMA13	protein-coding
NA	856149	SPO24	protein-coding
NA	856152	ERV2	protein-coding
NA	856153	TIP41	protein-coding
NA	856154	TIF5	protein-coding
NA	856155	PUF2	protein-coding
NA	856156	RPL43A	protein-coding
NA	856158	THP3	protein-coding
NA	856159	MCM16	protein-coding
NA	856160	MSF1	protein-coding
NA	856161	TAH18	protein-coding
NA	856162	ATG11	protein-coding
NA	856163	MAK3	protein-coding
NA	856165	NHP6A	protein-coding
NA	856166	YPR053C	protein-coding
NA	856167	SMK1	protein-coding
NA	856168	SEC8	protein-coding
NA	856169	TFB4	protein-coding
NA	856170	BRR1	protein-coding
NA	856171	YMC1	protein-coding
NA	856173	ARO7	protein-coding
NA	856174	JID1	protein-coding
NA	856175	FCY1	protein-coding
NA	856176	YPR063C	protein-coding
NA	856177	YPR064W	protein-coding
NA	856178	ROX1	protein-coding
NA	856179	UBA3	protein-coding
NA	856180	ISA2	protein-coding
NA	856181	HOS1	protein-coding
NA	856182	SPE3	protein-coding
NA	856183	MED1	protein-coding
NA	856184	YPR071W	protein-coding
NA	856185	SUP16	tRNA
NA	856186	NOT5	protein-coding
NA	856187	LTP1	protein-coding
NA	856188	TKL1	protein-coding
NA	856191	OPY2	protein-coding
NA	856193	YPR078C	protein-coding
NA	856194	MRL1	protein-coding
NA	856195	TEF1	protein-coding
NA	856196	GRS2	protein-coding
NA	856197	DIB1	protein-coding
NA	856198	MDM36	protein-coding
NA	856199	YPR084W	protein-coding
NA	856200	ASA1	protein-coding
NA	856201	SUA7	protein-coding
NA	856203	SRP54	protein-coding
NA	856204	YPR089W	protein-coding
NA	856207	NVJ2	protein-coding
NA	856208	ASR1	protein-coding
NA	856209	RDS3	protein-coding
NA	856210	SYT1	protein-coding
NA	856211	YPR096C	protein-coding
NA	856212	YPR097W	protein-coding
NA	856213	YPR098C	protein-coding
NA	856214	MRPL51	protein-coding
NA	856216	SNT309	protein-coding
NA	856217	RPL11A	protein-coding
NA	856218	PRE2	protein-coding
NA	856219	FHL1	protein-coding
NA	856220	COG4	protein-coding
NA	856221	ISR1	protein-coding
NA	856222	YTH1	protein-coding
NA	856223	RPN7	protein-coding
NA	856224	tT(UGU)P	tRNA
NA	856225	YPR109W	protein-coding
NA	856226	RPC40	protein-coding
NA	856227	DBF20	protein-coding
NA	856228	MRD1	protein-coding
NA	856229	PIS1	protein-coding
NA	856230	YPR114W	protein-coding
NA	856231	RGC1	protein-coding
NA	856232	RRG8	protein-coding
NA	856233	YPR117W	protein-coding
NA	856234	MRI1	protein-coding
NA	856235	tK(UUU)P	tRNA
NA	856236	CLB2	protein-coding
NA	856237	CLB5	protein-coding
NA	856238	tC(GCA)P2	tRNA
NA	856239	THI22	protein-coding
NA	856240	AXL1	protein-coding
NA	856241	CTR1	protein-coding
NA	856243	YLH47	protein-coding
NA	856245	YPR127W	protein-coding
NA	856246	ANT1	protein-coding
NA	856247	SCD6	protein-coding
NA	856249	NAT3	protein-coding
NA	856250	RPS23B	protein-coding
NA	856251	SPN1	protein-coding
NA	856252	TOM5	protein-coding
NA	856253	MSS18	protein-coding
NA	856254	CTF4	protein-coding
NA	856255	RRP9	protein-coding
NA	856257	YPR137C-B	protein-coding
NA	856258	YPR137C-A	protein-coding
NA	856259	tN(GUU)P	tRNA
NA	856260	MEP3	protein-coding
NA	856261	LOA1	protein-coding
NA	856262	TAZ1	protein-coding
NA	856263	KAR3	protein-coding
NA	856264	RRP15	protein-coding
NA	856266	tI(AAU)P1	tRNA
NA	856267	NOC4	protein-coding
NA	856268	ASN1	protein-coding
NA	856270	YPR147C	protein-coding
NA	856271	YPR148C	protein-coding
NA	856272	NCE102	protein-coding
NA	856274	SUE1	protein-coding
NA	856275	URN1	protein-coding
NA	856276	MAY24	protein-coding
NA	856277	PIN3	protein-coding
NA	856278	NCA2	protein-coding
NA	856279	TPO3	protein-coding
NA	856280	TDA6	protein-coding
NA	856281	CUR1	protein-coding
NA	856282	YPR158W-A	protein-coding
NA	856283	YPR158W-B	protein-coding
NA	856284	YPR158C-D	protein-coding
NA	856285	YPR158C-C	protein-coding
NA	856286	tA(AGC)P	tRNA
NA	856287	KRE6	protein-coding
NA	856288	tG(GCC)P2	tRNA
NA	856289	GPH1	protein-coding
NA	856290	SGV1	protein-coding
NA	856291	ORC4	protein-coding
NA	856292	TIF3	protein-coding
NA	856293	MMS1	protein-coding
NA	856294	RHO1	protein-coding
NA	856295	MRP2	protein-coding
NA	856296	MET16	protein-coding
NA	856297	NUT2	protein-coding
NA	856298	JIP5	protein-coding
NA	856299	tI(AAU)P2	tRNA
NA	856301	BSP1	protein-coding
NA	856302	YPR172W	protein-coding
NA	856303	VPS4	protein-coding
NA	856304	YPR174C	protein-coding
NA	856305	DPB2	protein-coding
NA	856306	BET2	protein-coding
NA	856307	PRP4	protein-coding
NA	856309	HDA3	protein-coding
NA	856310	AOS1	protein-coding
NA	856311	SEC23	protein-coding
NA	856312	SMX3	protein-coding
NA	856313	DPM1	protein-coding
NA	856314	GDB1	protein-coding
NA	856315	ATG13	protein-coding
NA	856316	PZF1	protein-coding
NA	856317	RPO26	protein-coding
NA	856318	MLC2	protein-coding
NA	856319	SKI3	protein-coding
NA	856320	RPC82	protein-coding
NA	856321	QCR2	protein-coding
NA	856322	AQY1	protein-coding
NA	856323	HPA2	protein-coding
NA	856324	OPT2	protein-coding
NA	856325	YPR195C	protein-coding
NA	856326	YPR196W	protein-coding
NA	856327	SGE1	protein-coding
NA	856329	ARR1	protein-coding
NA	856330	ARR2	protein-coding
NA	856331	ARR3	protein-coding
NA	856332	YPR202W	protein-coding
NA	856333	YPR203W	protein-coding
NA	856334	YPR204W	protein-coding
NA	856335	YHL050C	protein-coding
NA	856336	YHL049C	protein-coding
NA	856337	COS8	protein-coding
NA	856338	ARN2	protein-coding
NA	856339	PAU13	protein-coding
NA	856341	YHL044W	protein-coding
NA	856342	ECM34	protein-coding
NA	856343	YHL042W	protein-coding
NA	856344	YHL041W	protein-coding
NA	856345	ARN1	protein-coding
NA	856346	EFM1	protein-coding
NA	856347	CBP2	protein-coding
NA	856348	YHL037C	protein-coding
NA	856349	MUP3	protein-coding
NA	856350	VMR1	protein-coding
NA	856351	SBP1	protein-coding
NA	856352	RPL8A	protein-coding
NA	856353	GUT1	protein-coding
NA	856354	GOS1	protein-coding
NA	856355	ECM29	protein-coding
NA	856356	OCA5	protein-coding
NA	856357	WSC4	protein-coding
NA	856358	RIM101	protein-coding
NA	856359	YHL026C	protein-coding
NA	856360	SNF6	protein-coding
NA	856361	RIM4	protein-coding
NA	856362	NPR3	protein-coding
NA	856363	tH(GUG)H	tRNA
NA	856364	SPO11	protein-coding
NA	856365	AIM17	protein-coding
NA	856366	OPI1	protein-coding
NA	856367	APM2	protein-coding
NA	856368	YHL018W	protein-coding
NA	856369	YHL017W	protein-coding
NA	856370	DUR3	protein-coding
NA	856371	RPS20	protein-coding
NA	856372	YLF2	protein-coding
NA	856373	OTU2	protein-coding
NA	856374	YHL012W	protein-coding
NA	856375	PRS3	protein-coding
NA	856376	ETP1	protein-coding
NA	856377	YAP3	protein-coding
NA	856378	tV(AAC)H	tRNA
NA	856379	YHL009W-A	protein-coding
NA	856380	YHL009W-B	protein-coding
NA	856381	YHL008C	protein-coding
NA	856382	STE20	protein-coding
NA	856383	SHU1	protein-coding
NA	856384	MRP4	protein-coding
NA	856385	YHL005C	protein-coding
NA	856386	LAG1	protein-coding
NA	856387	HSE1	protein-coding
NA	856388	RPL14B	protein-coding
NA	856389	OSH7	protein-coding
NA	856390	QCR10	protein-coding
NA	856391	LEU5	protein-coding
NA	856392	TCD1	protein-coding
NA	856393	NEM1	protein-coding
NA	856394	GPA1	protein-coding
NA	856395	TIM10	protein-coding
NA	856396	tT(AGU)H	tRNA
NA	856397	STP2	protein-coding
NA	856398	ERG11	protein-coding
NA	856399	SOD2	protein-coding
NA	856400	TDA3	protein-coding
NA	856401	RPL27A	protein-coding
NA	856402	DIA4	protein-coding
NA	856403	VPS29	protein-coding
NA	856404	ARD1	protein-coding
NA	856405	SPO13	protein-coding
NA	856406	tS(AGA)H	tRNA
NA	856407	tQ(UUG)H	tRNA
NA	856408	MIP6	protein-coding
NA	856409	YSC84	protein-coding
NA	856410	YSC83	protein-coding
NA	856411	ARG4	protein-coding
NA	856412	DED81	protein-coding
NA	856413	YHR020W	protein-coding
NA	856414	tA(AGC)H	tRNA
NA	856415	RPS27B	protein-coding
NA	856416	ECM12	protein-coding
NA	856417	YHR022C	protein-coding
NA	856418	MYO1	protein-coding
NA	856419	MAS2	protein-coding
NA	856420	THR1	protein-coding
NA	856421	VMA16	protein-coding
NA	856422	RPN1	protein-coding
NA	856423	DAP2	protein-coding
NA	856424	YHI9	protein-coding
NA	856425	SLT2	protein-coding
NA	856426	RRM3	protein-coding
NA	856427	ERC1	protein-coding
NA	856428	YHR033W	protein-coding
NA	856429	PIH1	protein-coding
NA	856430	NEL1	protein-coding
NA	856431	BRL1	protein-coding
NA	856432	PUT2	protein-coding
NA	856433	RRF1	protein-coding
NA	856434	MSC7	protein-coding
NA	856435	VMA10	protein-coding
NA	856436	BCD1	protein-coding
NA	856437	SRB2	protein-coding
NA	856438	NCP1	protein-coding
NA	856439	DOG2	protein-coding
NA	856440	DOG1	protein-coding
NA	856441	YHR045W	protein-coding
NA	856442	INM1	protein-coding
NA	856443	AAP1	protein-coding
NA	856444	YHK8	protein-coding
NA	856445	FSH1	protein-coding
NA	856447	SMF2	protein-coding
NA	856448	COX6	protein-coding
NA	856449	CIC1	protein-coding
NA	856450	CUP1-1	protein-coding
NA	856451	YHR054C	protein-coding
NA	856452	CUP1-2	protein-coding
NA	856453	RSC30	protein-coding
NA	856454	CPR2	protein-coding
NA	856455	MED6	protein-coding
NA	856456	FYV4	protein-coding
NA	856457	VMA22	protein-coding
NA	856458	GIC1	protein-coding
NA	856459	RPP1	protein-coding
NA	856460	PAN5	protein-coding
NA	856461	SSZ1	protein-coding
NA	856462	RRP3	protein-coding
NA	856463	SSF1	protein-coding
NA	856464	HTD2	protein-coding
NA	856465	DYS1	protein-coding
NA	856466	RRP4	protein-coding
NA	856467	TRM5	protein-coding
NA	856468	PCL5	protein-coding
NA	856469	tF(GAA)H1	tRNA
