geo_accession	age	batch_cov1	batch_cov2	batch_cov3	batch_cov4	batch_cov5	batch_cov6	batch_cov7	batch_cov8	batch_cov9	batch_cov10	batch_cov11	batch_cov12	batch_cov13	batch_cov14	batch_cov15	batch_cov16	site_cov1
GSM2457969	66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457970	66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457971	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457972	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457973	58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457974	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457975	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457976	67	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2457977	67	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2457978	73	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457979	73	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457980	77.66666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457981	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457982	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457983	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457984	60.33333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457985	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSM2457986	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457987	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457988	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457989	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457990	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457991	53.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2457992	53.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2457993	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457994	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457995	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457996	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457997	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457998	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457999	70	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2458000	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458001	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458002	58.83333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458003	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2458004	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2458005	70.66666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458006	74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458007	74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458008	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458009	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458010	74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458011	74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458012	67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458013	75.08333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458014	80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458015	80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458016	62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458017	71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458018	71	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2458019	70	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSM2458020	70	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSM2458021	77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSM2458022	77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSM2458023	62.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458024	72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458025	68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458026	68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458027	67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458028	67	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458029	69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458030	69	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458031	69	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458032	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458033	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458034	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458035	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458036	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458037	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458038	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458039	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458040	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458041	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458042	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458043	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458044	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458045	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458046	55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSM2458047	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2458048	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2458049	69	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458050	69	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458051	63	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458052	63	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458053	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458054	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458055	67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458056	67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458057	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2458058	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458059	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458060	77	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458061	77	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458062	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458063	76	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458064	76	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458065	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458067	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458069	74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458070	72	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458072	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458074	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458076	68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458078	68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458079	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458081	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458083	56	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458084	73	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458086	64	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458088	66	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458089	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458091	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458093	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458095	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458096	59	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458098	59	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458099	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458101	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458103	53	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2458104	53	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2458105	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSM2458106	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSM2458107	64	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458108	59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458109	74	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458110	62	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458111	68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2458112	68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458113	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458114	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458115	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2458116	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2458117	63.75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458118	72.91666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458119	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458120	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458121	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSM2458122	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSM2458123	73	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2458124	68.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2458125	79	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2458126	79	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2458127	54.75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458128	54.75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458129	42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458130	42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458131	51.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458133	51.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458134	42.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458136	42.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458138	56.66666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458139	56.66666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458141	49.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSM2458143	49.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GSM2458144	51.58333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458146	51.58333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458148	42.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458150	42.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458151	51.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458153	51.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458155	46.91666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458156	46.91666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458158	58.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458159	53.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458161	53.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458163	51.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458164	42.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSM2458165	49.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458167	49.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458168	48.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458169	48.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458170	50.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSM2458171	50.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GSM2458172	52.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458173	52.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458174	57.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458175	57.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458176	49.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458177	42.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458178	42.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458179	54.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458180	54.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458181	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458182	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458183	41.41666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458184	41.41666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458185	50.33333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458186	50.33333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458187	54.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458188	54.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458189	50.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458190	50.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458191	43.58333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458192	43.58333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458193	58.91666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458194	58.91666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458195	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458196	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458197	52.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458198	52.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458199	47.58333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458200	48.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458201	48.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458202	44.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458203	44.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458205	53.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458207	53.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458209	50.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSM2458210	50.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GSM2458212	53.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458214	53.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458216	45.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458217	45.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458218	54.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458220	54.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458222	51.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458223	51.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458225	51.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSM2458226	51.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GSM2458228	53.75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458230	49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458231	49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458232	50.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458234	49.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458236	49.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458237	52.58333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458239	45.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458240	45.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458242	49.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458243	41.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458244	56.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458245	50.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSM2458246	50.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GSM2458247	38.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458248	38.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458249	51.58333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458250	51.91666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458251	51.91666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458252	53.66666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458253	52.16666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458254	52.16666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458255	50.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458256	50.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458257	51.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458258	51.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458259	50.08333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458260	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458261	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458262	55.58333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458263	55.58333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458264	52.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458265	52.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458266	50.41666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458267	50.41666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458268	54.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458269	42.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458270	42.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458271	50.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458272	46.16666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458273	48.58333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458274	48.58333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458275	42.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458276	42.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458277	49.16666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458278	49.16666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458279	54	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458280	54	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458281	58.41666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458282	44.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSM2458283	44.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GSM2458284	48.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458285	48.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458286	49.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458287	44.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458288	48.75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GSM2458289	48.75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GSM2458290	50.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458291	50.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458292	51.91666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458293	41.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458294	41.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458295	42.91666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458296	58.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458297	58.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458298	50.41666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458299	50.41666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458300	48.08333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458301	48.08333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458302	49.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2458303	49.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2458304	50.91666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458305	50.91666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458306	39.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458307	48.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458308	48.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458309	49.66666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458310	49.66666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458311	56.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458312	39.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458313	52.08333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458314	52.08333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458315	55.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSM2458316	55.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GSM2458317	53.33333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458318	53.33333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458319	53.33333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GSM2458320	53.33333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSM2458321	55.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
